,Name,Value
496,"Iit[1,494]",4469.0
497,"Iit[1,495]",4469.0
498,"Iit[1,496]",2440.0
499,"Iit[1,497]",8938.0
500,"Iit[1,498]",4469.0
501,"Iit[1,499]",-0.0
502,"Iit[1,500]",4469.0
503,"Iit[1,501]",-0.0
504,"Iit[1,502]",4469.0
505,"Iit[1,503]",-0.0
506,"Iit[1,504]",4469.0
507,"Iit[1,505]",10800.0
508,"Iit[1,506]",6480.0
509,"Iit[1,507]",8640.0
510,"Iit[1,508]",6480.0
511,"Iit[1,509]",6480.0
512,"Iit[1,510]",6480.0
513,"Iit[1,511]",23760.0
514,"Iit[1,512]",5196.0
515,"Iit[1,513]",5088.0
516,"Iit[1,514]",10392.0
517,"Iit[1,515]",5196.0
518,"Iit[1,516]",-0.0
519,"Iit[1,517]",7794.0
520,"Iit[1,518]",4517.0
521,"Iit[1,519]",9034.0
522,"Iit[1,520]",9034.0
523,"Iit[1,521]",-0.0
524,"Iit[1,522]",-0.0
525,"Iit[1,523]",-0.0
526,"Iit[1,524]",-0.0
527,"Iit[1,525]",-0.0
528,"Iit[1,526]",4517.0
529,"Iit[1,527]",-0.0
530,"Iit[1,528]",9034.0
531,"Iit[1,529]",0.0
532,"Iit[1,530]",-0.0
533,"Iit[1,531]",18068.0
534,"Iit[1,532]",4517.0
535,"Iit[1,533]",0.0
536,"Iit[1,534]",4517.0
537,"Iit[1,535]",685.0
538,"Iit[1,536]",3954.0
539,"Iit[1,537]",-0.0
540,"Iit[1,538]",7908.0
541,"Iit[1,539]",7908.0
542,"Iit[1,540]",-0.0
543,"Iit[1,541]",7908.0
544,"Iit[1,542]",0.0
545,"Iit[1,543]",3954.0
546,"Iit[1,544]",7908.0
547,"Iit[1,545]",3954.0
548,"Iit[1,546]",7908.0
549,"Iit[1,547]",-0.0
550,"Iit[1,548]",3954.0
551,"Iit[1,549]",-0.0
552,"Iit[1,550]",7908.0
553,"Iit[1,551]",0.0
554,"Iit[1,552]",0.0
555,"Iit[1,553]",7908.0
556,"Iit[1,554]",-0.0
557,"Iit[1,555]",-0.0
558,"Iit[1,556]",12213.0
559,"Iit[1,557]",4071.0
560,"Iit[1,558]",4071.0
561,"Iit[1,559]",0.0
562,"Iit[1,560]",12213.0
563,"Iit[1,561]",12213.0
564,"Iit[1,562]",4071.0
565,"Iit[1,563]",4071.0
566,"Iit[1,564]",-0.0
567,"Iit[1,565]",-0.0
568,"Iit[1,566]",-0.0
569,"Iit[1,567]",4071.0
570,"Iit[1,568]",-0.0
571,"Iit[1,569]",4882.0
572,"Iit[1,570]",9764.0
573,"Iit[1,571]",4882.0
574,"Iit[1,572]",-0.0
